        Date Time        | 가동률 | 모델정보 | 생산수량 | 불량수량 | 알람코드 | 작업 진행 상황 | 박스 진행 상황 | 레이어 진행상황 | 박스 정보 | 팔레트 정보 | 간지 사용 유무 | 리프트 높이 | 적재 방향 | 로봇 스피드 | BOX SORT CYLINDER | SAFETY LADAR SENSOR | LABEL ALINE | 작업 상태 | 박스 소요 시간 | 전체 소요 시간 |
2023-07-26 오후 1:31:41 | 7 | 1 | 40 | 15 | 15 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 7 | 2 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 2 | 140
2023-07-26 오후 1:31:43 | 7 | 1 | 40 | 15 | 15 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 7 | 2 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 4 | 143
2023-07-26 오후 1:31:46 | 7 | 1 | 40 | 15 | 15 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 7 | 2 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -16353 | 1792 | 0 | -8092 | 13698 | 1 | 7 | 145
2023-07-26 오후 1:31:46 | 7 | 1 | 40 | 15 | 15 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 7 | 2 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 7 | 145
2023-07-26 오후 1:31:48 | 7 | 1 | 40 | 16 | 16 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 0 | 3 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 1 | 148
2023-07-26 오후 1:31:51 | 7 | 1 | 40 | 16 | 16 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 0 | 3 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 3 | 150
2023-07-26 오후 1:31:53 | 7 | 1 | 40 | 16 | 16 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 0 | 3 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 6 | 153
2023-07-26 오후 1:31:54 | 7 | 1 | 40 | 16 | 16 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 0 | 3 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -16353 | 1792 | 0 | -8092 | 13698 | 1 | 6 | 153
2023-07-26 오후 1:31:55 | 7 | 1 | 40 | 16 | 16 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 0 | 3 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 6 | 153
2023-07-26 오후 1:31:56 | 7 | 1 | 40 | 16 | 16 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 0 | 3 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 8 | 155
2023-07-26 오후 1:31:56 | 7 | 1 | 40 | 16 | 16 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 0 | 3 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -28641 | 1792 | 0 | -16284 | 13696 | 1 | 8 | 155
2023-07-26 오후 1:31:57 | 7 | 1 | 40 | 16 | 16 | 0 | 0 | 460 | 266 | 320 | 16 | 1100 | 1100 | 150 | 8 | 5 | 0 | 3 | 0 | 0 | 4 | 100 | 0 | 0 | 0 | 16 | 1 | -32737 | 1792 | 0 | -8092 | 13696 | 1 | 8 | 155
